iteration,scenario,policy,initial_theta,final_theta,delta_theta,initial_fitness,final_fitness,delta_fitness,final_initial_preference_value,delta_initial_preference_value,final_exposure,mean_final_platform_value,verdict,plasticity,exposure_cost,selection_strength,platform_inversion
,,,,0.4256010257655489,0.07552819833699703,,3.669107015381094,-1.3632505678344957,,0.013008625220175762,0.05,,,0.04,0.05,2.4,False
,,,,0.37245262220321906,0.022379794774667172,,1.4516289390766384,-0.029726226150433188,,0.021340011473325093,0.1,,,0.04,0.1,0.6,False
,,,,0.3265546767071286,-0.02351815072142327,,2.6218729188330254,0.0913134012950998,,0.021375638257915663,0.15,,,0.04,0.1,1.4,False
,,,,0.27677883145144044,-0.07329399597711145,,6.182444870131705,1.150087286916115,,0.009468224738159337,0.15,,,0.04,0.1,2.4,False
,,,,0.2726874490858195,-0.0773853783427324,,1.5805531784686195,0.09919801324154798,,0.006689139764321839,0.1,,,0.04,0.18,0.6,False
,,,,0.20822055318223695,-0.14185227424631494,,3.287182433215309,0.7566229156773834,,-0.03326093431555521,0.1,,,0.04,0.18,1.4,False
,,,,0.15725569009330004,-0.19281713733525185,,9.008673164676127,3.976315581460537,,-0.09308736192872558,0.1,,,0.04,0.18,2.4,False
,,,,0.15198048221267915,-0.19809234521587274,,1.738015106782266,0.25665994155519445,,-0.10392672950821513,0.05,,,0.04,0.3,0.6,False
,,,,0.10433703075754286,-0.24573579667100903,,3.944159361178242,1.4135998436403163,,-0.20327898054432902,0.05,,,0.04,0.3,1.4,False
,,,,0.07421494672031274,-0.27585788070823913,,11.461863566924128,6.429505983708538,,-0.30967989029885834,0.05,,,0.04,0.3,2.4,False
,,,,0.15198048221267915,-0.19809234521587274,,1.738015106782266,0.25665994155519445,,-0.10392672950821513,0.05,,,0.04,0.5,0.6,False
,,,,0.10433703075754286,-0.24573579667100903,,3.944159361178242,1.4135998436403163,,-0.20327898054432902,0.05,,,0.04,0.5,1.4,False
,,,,0.009797636575753466,-0.34027519085279845,,13.656978047963861,8.624620464748272,,-3.011071956737985,0.0,,,0.04,0.5,2.4,False
,,,,0.8244524825910584,0.4743796551625065,,0.9157418587143379,-0.5656133065127337,,-0.5267608200205971,0.25,,,0.08,0.02,0.6,True
,,,,0.7880054663659632,0.43793263893741136,,0.897721375223409,-1.6328381423145166,,-0.4197587423740863,0.2,,,0.08,0.02,1.4,True
,,,,0.788308078588369,0.43823525115981715,,0.830311805140072,-4.202045778075518,,-0.4204903702234719,0.2,,,0.08,0.02,2.4,True
,,,,0.7266463194585978,0.3765734920300459,,1.0223318036871536,-0.45902336153991796,,-0.2832998581014494,0.15,,,0.08,0.05,0.6,True
,,,,0.6608757255394091,0.3108028981108572,,1.2420064534973227,-1.2885530640406029,,-0.17545488032178402,0.1,,,0.08,0.05,1.4,False
,,,,0.664239800204156,0.31416697277560407,,1.4299695632864442,-3.602388019929146,,-0.1801692798825395,0.1,,,0.08,0.05,2.4,False
,,,,0.6279455210785859,0.27787269365003403,,1.1358454197849301,-0.3455097454421414,,-0.13419062729970632,0.1,,,0.08,0.1,0.6,False
,,,,0.5793332211134177,0.22926039368486578,,1.5122894211219309,-1.0182700964159948,,-0.08204953947075166,0.1,,,0.08,0.1,1.4,False
,,,,0.5812000509580288,0.23112722352947696,,2.0181352986444545,-3.0142222845711353,,-0.0836204370165623,0.1,,,0.08,0.1,2.4,False
,,,,0.5202696868415779,0.17019685941302604,,1.2656030445381603,-0.21575212068891125,,-0.03501156743523948,0.1,,,0.08,0.18,0.6,False
,,,,0.4965425927341078,0.1464697653055559,,1.8290742312019148,-0.7014852863360108,,-0.019595258979860586,0.1,,,0.08,0.18,1.4,False
,,,,0.41967831153690016,0.06960548410834827,,3.7523946124817282,-1.2799629707338616,,0.014477945375569456,0.2,,,0.08,0.18,2.4,False
,,,,0.4045603288135088,0.05448750138495689,,1.4105609836799122,-0.07079418154715933,,0.017143603241883687,0.05,,,0.08,0.3,0.6,False
,,,,0.3846628434831903,0.034590016054638406,,2.3286827229142655,-0.20187679462366015,,0.020905742134068483,0.05,,,0.08,0.3,1.4,False
,,,,0.36565050809412136,0.015577680665569471,,4.562099198380534,-0.47025838483505567,,0.023204100830003238,0.05,,,0.08,0.3,2.4,False
,,,,0.2560680946771028,-0.0940047327514491,,1.6021723033157218,0.12081713808865024,,-0.00022833239093744684,0.05,,,0.08,0.5,0.6,False
,,,,0.19964572490581148,-0.1504271025227404,,3.3384668644708757,0.8079073469329501,,-0.040564444301249725,0.05,,,0.08,0.5,1.4,False
,,,,0.16390395049924306,-0.18616887692930884,,8.827021977813564,3.794664394597974,,-0.08253629018540432,0.05,,,0.08,0.5,2.4,False
,,,,0.8562165876581384,0.5061437602295864,,0.8824755262690698,-0.5988796389580018,,-0.6427128623363794,0.3,,,0.12,0.02,0.6,True
,,,,0.8550658345330795,0.5049930071045277,,0.7493857533392029,-1.7811737641987229,,-0.6380561802114628,0.3,,,0.12,0.02,1.4,True
,,,,0.8518932524531839,0.5018204250246321,,0.6191596749795949,-4.413197908235995,,-0.6255060057724264,0.3,,,0.12,0.02,2.4,True
,,,,0.7938590615278995,0.44378623409934764,,0.9483905128939382,-0.5329646523331334,,-0.4350648586523478,0.2,,,0.12,0.05,0.6,True
,,,,0.7862412895937628,0.43616846216521094,,0.901924203476821,-1.6286353140611047,,-0.41517313904432074,0.2,,,0.12,0.05,1.4,True
,,,,0.7825824620809981,0.43250963465244624,,0.8522644647961176,-4.180093118419472,,-0.40581471394063406,0.2,,,0.12,0.05,2.4,True
,,,,0.7285039334872809,0.37843110605872904,,1.0202295965227446,-0.46112556870432697,,-0.28651218094657627,0.15,,,0.12,0.1,0.6,True
,,,,0.6608194248022417,0.31074659737368976,,1.24213059541881,-1.2884289221191156,,-0.1753235562321982,0.1,,,0.12,0.1,1.4,False
,,,,0.653271384256545,0.30319855682799307,,1.4979637129125216,-3.5343938703030684,,-0.1651565243945402,0.1,,,0.12,0.1,2.4,False
,,,,0.6292485847585846,0.2791757573300327,,1.1342662447410383,-0.34708892048603324,,-0.13527513142975556,0.1,,,0.12,0.18,0.6,False
,,,,0.6087538828210846,0.25868105539253267,,1.410285805172604,-1.1202737123653217,,-0.11181191096875154,0.1,,,0.12,0.18,1.4,False
,,,,0.601221512251178,0.25114868482262614,,1.8609097088184585,-3.1714478743971313,,-0.10368564169913386,0.1,,,0.12,0.18,2.4,False
,,,,0.5743453532287988,0.22427252580024687,,1.1997152899768408,-0.2816398752502307,,-0.07786937167209318,0.1,,,0.12,0.3,0.6,False
,,,,0.5574397315593766,0.20736690413082476,,1.5920324633650216,-0.938527054172904,,-0.06281320251544453,0.1,,,0.12,0.3,1.4,False
,,,,0.4497733730321753,0.0997005456036234,,3.3583327503390703,-1.6740248328765195,,0.004172257476345864,0.05,,,0.12,0.3,2.4,False
,,,,0.4169284012592892,0.06685557383073731,,1.3947928435286825,-0.08656232169838907,,0.014697570163706764,0.05,,,0.12,0.5,0.6,False
,,,,0.38294522096105943,0.03287239353250754,,2.335871278853722,-0.1946882386842037,,0.021832113688133203,0.05,,,0.12,0.5,1.4,False
,,,,0.35267109553490467,0.0025982681063527746,,4.770091634485088,-0.26226594873050146,,0.024032124836690594,0.05,,,0.12,0.5,2.4,False
,,,,0.8886649392037897,0.5385921117752379,,0.8492252212789447,-0.6321299439481268,,-0.7958521875310882,0.4,,,0.16,0.02,0.6,True
,,,,0.8883020285577737,0.5382292011292218,,0.6836627320079774,-1.8468967855299483,,-0.7939368828598934,0.4,,,0.16,0.02,1.4,True
,,,,0.8876224494146268,0.5375496219860749,,0.5227951168768789,-4.509562466338711,,-0.790362676990237,0.4,,,0.16,0.02,2.4,True
,,,,0.8321810711668919,0.48210824373834,,0.90756756855153,-0.5737875966755416,,-0.5520798744133675,0.25,,,0.16,0.05,0.6,True
,,,,0.8302756504891802,0.4802028230606283,,0.8016607054118613,-1.7288988121260642,,-0.5456368487983088,0.25,,,0.16,0.05,1.4,True
,,,,0.7973283284229424,0.44725550099439054,,0.7964747953324336,-4.235882787883156,,-0.44431266223065435,0.2,,,0.16,0.05,2.4,True
,,,,0.7473305741362171,0.39725774670766517,,0.999222181434095,-0.48213298379297653,,-0.32361297293929314,0.15,,,0.16,0.1,0.6,True
,,,,0.7424516388065261,0.3923788113779742,,1.0110016239835398,-1.5195578935543859,,-0.31364176371682584,0.15,,,0.16,0.1,1.4,True
,,,,0.736828686543991,0.38675585911543914,,1.0450734518156681,-3.987284131399922,,-0.302384133663256,0.15,,,0.16,0.1,2.4,True
,,,,0.7333965647320141,0.3833237373034622,,1.0147471485428723,-0.46660801668419927,,-0.29579634346245476,0.15,,,0.16,0.18,0.6,True
,,,,0.6531745920845606,0.30310176465600874,,1.265817619410832,-1.2647418981270937,,-0.16501699483157706,0.1,,,0.16,0.18,1.4,False
,,,,0.6459991267176453,0.29592629928909336,,1.5446213697967264,-3.4877362134188634,,-0.1556275532392305,0.1,,,0.16,0.18,2.4,False
,,,,0.6337734657470597,0.28370063831850784,,1.1289302607042484,-0.35242490452282316,,-0.1405824639719937,0.1,,,0.16,0.3,0.6,False
,,,,0.6203912779241052,0.2703184504955533,,1.371349290522577,-1.1592102270153486,,-0.12475339886893144,0.1,,,0.16,0.3,1.4,False
,,,,0.6137983880621297,0.2637255606335778,,1.7672870257294109,-3.2650705574861787,,-0.11725923881312472,0.1,,,0.16,0.3,2.4,False
,,,,0.4893709726111758,0.1392981451826239,,1.3036999572065144,-0.17765520802055712,,-0.014765185416445004,0.05,,,0.16,0.5,0.6,False
,,,,0.45531626319876467,0.10524343577021278,,2.0020928136982756,-0.52846670383965,,0.0018416657785919055,0.05,,,0.16,0.5,1.4,False
,,,,0.4493033865187898,0.09923055909023792,,3.364048664296091,-1.6683089189194988,,0.004377490998034972,0.05,,,0.16,0.5,2.4,False
,,,,0.9090001255641744,0.5589272981356226,,0.8287638333572938,-0.6525913318697778,,-0.9190696279653825,0.5,,,0.22,0.02,0.6,True
,,,,0.9088571179789622,0.5587842905504103,,0.6454434011547748,-1.8851161163831507,,-0.9181408374595272,0.5,,,0.22,0.02,1.4,True
,,,,0.9086302488855673,0.5585574214570155,,0.47266024798945444,-4.559697335226136,,-0.9166706319331186,0.5,,,0.22,0.02,2.4,True
,,,,0.8568039198199352,0.5067310923913833,,0.8818658507749527,-0.5994893144521188,,-0.6450686235927348,0.3,,,0.22,0.05,0.6,True
,,,,0.8563037381804702,0.5062309107519183,,0.7468354097161235,-1.783724107821802,,-0.6430298555852787,0.3,,,0.22,0.05,1.4,True
,,,,0.8556105944019714,0.5055377669734196,,0.6083334190253652,-4.424024164190224,,-0.6402101209517002,0.3,,,0.22,0.05,2.4,True
,,,,0.7996265568390288,0.44955372941047694,,0.9421677081331304,-0.5391874570939411,,-0.45054407560261,0.2,,,0.22,0.1,0.6,True
,,,,0.7987420225643042,0.44866919513575226,,0.8723070944038329,-1.6582524231340927,,-0.4481306273415213,0.2,,,0.22,0.1,1.4,True
,,,,0.796824421114436,0.4467515936858841,,0.7983173081934355,-4.234040275022155,,-0.44293404282450966,0.2,,,0.22,0.1,2.4,True
,,,,0.7480276037434717,0.39795477631491977,,0.9984464086410204,-0.48290875658605115,,-0.3250159384023118,0.15,,,0.22,0.18,0.6,True
,,,,0.745300504857162,0.39522767742861015,,1.0035305461198474,-1.5270289714180783,,-0.31941175111972653,0.15,,,0.22,0.18,1.4,True
,,,,0.740641862389523,0.3905690349609711,,1.0274662605715315,-4.004891322644058,,-0.30997565930675797,0.15,,,0.22,0.18,2.4,True
,,,,0.6619322121703277,0.3118593847417758,,1.0960290892818616,-0.38532607594520996,,-0.17683162524529528,0.1,,,0.22,0.3,0.6,False
,,,,0.6586785062381244,0.3086056788095725,,1.248702656766295,-1.2818568607716305,,-0.17237114663651765,0.1,,,0.22,0.3,1.4,False
,,,,0.6519683661598178,0.3018955387312659,,1.5061385014148645,-3.5262190818007255,,-0.1633987551438114,0.1,,,0.22,0.3,2.4,False
,,,,0.6474213806235434,0.2973485531949915,,1.1129285990344273,-0.36842656619264424,,-0.15755784737532297,0.1,,,0.22,0.5,0.6,False
,,,,0.6422473024429015,0.2921744750143496,,1.3003098064757508,-1.2302497110621748,,-0.15093927846926958,0.1,,,0.22,0.5,1.4,False
,,,,0.6312680240970311,0.2811951966684792,,1.64354756343319,-3.3888100197824,,-0.1374152899483989,0.1,,,0.22,0.5,2.4,False
,,,,0.9285097529793633,0.5784369255508115,,0.8094100506976086,-0.6719451145294629,,-1.0689009748159657,0.65,,,0.3,0.02,0.6,True
,,,,0.9284204829845885,0.5783476555560365,,0.610732718213807,-1.9198267993241185,,-1.0681575303417237,0.65,,,0.3,0.02,1.4,True
,,,,0.9282962498951252,0.5782234224665732,,0.42971901884536307,-4.602638564370227,,-1.067123714196798,0.65,,,0.3,0.02,2.4,True
,,,,0.888798788956368,0.5387259615278162,,0.8490889314507725,-0.6322662337762991,,-0.7965320605234512,0.4,,,0.3,0.05,0.6,True
,,,,0.8886605601716436,0.5385877327430917,,0.682973582460761,-1.8475859350771646,,-0.7958025276946143,0.4,,,0.3,0.05,1.4,True
,,,,0.8884512482646497,0.5383784208360978,,0.5207000538238026,-4.511657529391787,,-0.7946992643192714,0.4,,,0.3,0.05,2.4,True
,,,,0.8330625243104969,0.482989696881945,,0.906639229121755,-0.5747159361053166,,-0.5550949175786732,0.25,,,0.3,0.1,0.6,True
,,,,0.8327342273687484,0.48266139994019647,,0.7963164220558316,-1.734243095482094,,-0.5539418757672634,0.25,,,0.3,0.1,1.4,True
,,,,0.8323474455997318,0.48227461817117995,,0.6780305831736883,-4.354327000041901,,-0.5525891474775211,0.25,,,0.3,0.1,2.4,True
,,,,0.799887576094616,0.44981474866606413,,0.9418863543517595,-0.5394688108753121,,-0.45125036965464527,0.2,,,0.3,0.18,0.6,True
,,,,0.799662801675075,0.4495899742465231,,0.8701513038732844,-1.6604082136646412,,-0.45063404702144805,0.2,,,0.3,0.18,1.4,True
,,,,0.7991637669019827,0.44909093947343076,,0.7897035873319409,-4.242653995883649,,-0.4492711873202886,0.2,,,0.3,0.18,2.4,True
,,,,0.7493461035914781,0.39927327616292624,,0.9969830790647659,-0.48437208616230565,,-0.32773915353231553,0.15,,,0.3,0.3,0.6,True
,,,,0.7483956673086887,0.3983228398801368,,0.9954598143536953,-1.5350997031842302,,-0.3257676144009468,0.15,,,0.3,0.3,1.4,True
,,,,0.7461509570417176,0.39607812961316574,,1.0023855886283677,-4.029971994587222,,-0.3211414533150201,0.15,,,0.3,0.3,2.4,True
,,,,0.6641392860703956,0.31406645864184374,,1.0934673372363921,-0.38788782799067945,,-0.1798582369705266,0.1,,,0.3,0.5,0.6,False
,,,,0.6615012516924165,0.3114284242638646,,1.2399899402862222,-1.2905695772517034,,-0.17621127841725148,0.1,,,0.3,0.5,1.4,False
,,,,0.6569591204823128,0.30688629305376086,,1.4745147715020068,-3.557842811713583,,-0.17003940945373675,0.1,,,0.3,0.5,2.4,False
